Vth_T ,6bit_Vth,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50,#51,#52,#53,#54,#55,#56,#57,#58,#59,#60,#61,#62,#63,#64,#65,#66,#67,#68,#69,#70,#71,#72,#73,#74,#75,#76,#77,#78,#79,#80,#81,#82,#83,#84,#85,#86,#87,#88,#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100
365,31,47,49,48,43,20,39,54,49,53,60,40,49,54,47,42,40,40,54,33,33,41,52,42,59,54,50,40,58,53,35,24,57,33,11,52,54,51,60,51,62,41,21,36,41,49,53,63,41,21,44,50,61,43,42,41,52,54,57,17,55,34,44,35,42,37,40,43,53,38,13,35,39,42,47,55,38,7,40,52,63,49,49,38,45,34,45,1,47,29,53,45,38,33,43,34,37,11,48,41,45
366,31,51,45,30,48,29,51,37,38,79,36,42,39,41,50,41,50,9,50,46,48,46,42,63,44,38,37,56,49,52,49,60,36,48,40,49,13,54,51,61,48,43,7,52,45,34,47,54,48,49,55,42,48,46,44,53,49,54,41,32,46,41,33,47,37,45,42,57,57,47,41,37,50,37,49,45,38,58,10,50,43,51,39,50,47,48,47,61,58,36,42,57,53,40,43,46,40,49,55,52,52
367,31,46,49,0,45,52,38,47,54,35,33,49,31,57,43,52,46,51,53,0,50,52,69,56,44,55,42,42,40,49,56,45,44,65,6,42,38,39,51,26,46,57,49,48,27,38,48,47,47,32,41,40,51,44,68,48,32,41,43,29,35,43,52,35,53,51,55,46,56,59,23,8,41,49,48,46,54,54,51,45,42,42,60,59,38,56,53,50,44,69,49,39,9,35,30,53,44,47,43,47,36
368,31,49,31,34,43,47,10,38,44,39,52,45,34,49,45,42,54,45,13,51,38,43,49,39,65,63,48,70,38,61,46,59,44,39,43,44,45,39,46,60,37,49,47,47,47,48,31,45,56,51,50,44,31,49,38,38,50,54,51,16,67,48,63,54,46,44,36,45,51,36,60,42,67,43,44,61,43,51,44,51,48,47,56,42,43,46,41,41,47,36,44,40,40,47,42,47,57,57,41,54,40
369,31,51,53,42,43,37,54,44,53,49,52,41,40,44,33,47,37,50,39,45,58,47,35,35,48,51,57,44,32,40,40,42,61,47,43,57,46,48,50,54,66,34,47,48,47,61,42,42,38,55,47,46,36,39,33,44,56,43,41,49,48,33,51,45,48,41,31,55,44,27,44,41,43,37,12,44,51,34,46,53,42,34,48,37,49,40,46,42,51,58,38,38,52,46,37,38,34,41,38,51,32
370,31,46,40,49,57,56,52,45,57,57,63,48,60,33,41,37,52,50,36,35,50,41,53,35,34,53,49,49,55,46,39,45,55,53,49,48,37,52,34,52,44,34,54,35,54,52,54,50,34,46,49,53,34,46,35,36,40,61,35,54,41,53,39,42,40,41,44,59,58,38,41,56,50,67,40,29,60,24,50,49,37,40,42,51,67,47,41,35,4,50,52,46,50,46,42,47,46,61,51,47,43
371,31,45,45,42,47,57,44,37,58,65,11,53,53,49,44,53,62,40,43,49,54,0,45,35,46,48,47,59,48,46,43,39,46,38,49,47,50,52,46,47,35,46,50,1,41,37,54,49,50,54,42,40,44,65,35,47,58,46,24,49,44,58,39,56,66,50,60,42,49,44,40,52,60,34,35,51,50,37,40,49,45,47,25,62,44,57,39,54,53,43,51,38,57,49,40,42,50,50,46,45,53
372,31,41,48,46,38,48,38,51,53,52,46,44,42,40,46,58,46,38,62,56,58,47,44,49,37,26,42,39,44,37,39,36,64,60,47,56,56,55,52,48,47,41,44,52,33,34,50,43,43,41,63,58,46,34,38,40,43,56,50,39,36,43,51,43,42,49,47,53,37,34,62,41,38,44,56,37,43,58,38,46,40,52,61,50,54,41,35,60,52,56,39,11,37,57,53,40,50,38,44,48,55
373,31,74,67,37,40,45,61,54,45,46,39,56,48,47,43,54,42,49,42,60,57,57,46,54,59,42,33,39,59,45,48,41,50,53,36,45,1,63,45,46,50,55,61,47,43,51,50,50,40,36,18,44,44,45,44,45,58,44,48,38,47,46,41,62,54,45,45,47,50,44,55,51,45,59,47,45,45,41,49,53,39,35,53,52,41,55,54,50,59,42,55,43,43,58,51,53,44,45,48,48,44
374,31,72,52,49,45,40,56,40,56,41,29,47,41,51,55,53,36,63,39,40,58,44,50,59,46,50,55,34,51,41,34,47,51,35,50,44,46,47,51,55,50,47,42,42,38,54,43,54,51,50,68,52,44,49,55,46,52,49,56,50,44,49,60,47,58,44,50,46,22,56,45,55,32,43,56,42,49,51,47,57,65,47,42,58,51,69,52,36,47,42,53,42,33,36,58,0,50,56,47,38,52
375,31,54,57,42,54,44,55,57,48,44,46,51,36,39,55,59,56,14,56,47,41,60,47,41,61,61,41,43,35,59,43,49,53,52,49,41,53,56,48,43,42,58,62,41,51,58,52,56,49,53,46,38,48,54,47,56,59,50,56,37,49,58,54,56,45,61,53,45,54,43,39,64,43,49,46,53,45,43,52,50,39,59,49,61,51,46,51,52,49,44,52,48,49,57,52,46,50,50,34,62,44
376,31,44,36,54,46,40,48,41,50,41,49,52,53,52,52,47,59,49,61,52,43,47,59,44,40,47,47,44,48,61,51,49,58,33,45,58,51,52,46,57,49,47,52,54,50,37,46,57,49,41,49,51,40,45,41,50,45,43,44,45,47,47,53,48,41,45,47,51,54,53,47,41,38,56,42,33,56,57,39,55,47,49,53,56,54,60,52,70,54,43,50,53,59,30,63,51,59,54,54,46,45
377,31,33,55,51,50,51,35,43,42,38,48,35,53,45,44,51,53,50,43,33,37,52,46,53,51,45,52,43,57,62,57,51,62,46,40,49,45,55,50,55,50,55,48,41,34,47,48,51,44,51,44,53,49,50,48,53,52,28,48,54,41,48,57,56,0,37,42,51,55,55,45,54,43,67,42,37,43,42,43,44,49,64,49,46,54,27,56,62,51,64,56,49,54,46,54,51,41,45,56,47,58
378,31,55,55,52,54,44,39,45,37,49,49,54,57,46,57,55,64,37,43,43,47,47,38,58,52,42,42,63,44,49,32,53,56,48,43,31,49,44,42,46,57,47,45,48,59,50,44,57,43,54,57,47,57,67,52,56,51,44,44,42,46,37,44,50,55,51,54,44,34,48,54,49,43,50,55,53,57,54,44,42,45,53,57,43,32,34,48,43,39,47,60,50,53,62,52,45,60,54,57,51,52
379,31,52,49,47,50,48,30,48,63,45,45,46,56,57,56,58,61,51,47,59,52,49,49,42,59,46,44,42,50,51,47,48,53,57,56,56,49,50,35,50,56,37,48,38,53,55,48,47,55,67,48,60,48,65,59,42,48,48,51,35,44,57,47,42,49,52,55,44,53,53,53,52,50,49,56,58,47,44,43,50,41,41,50,50,44,45,51,46,56,42,44,44,49,61,36,52,61,40,51,46,40
380,31,51,38,41,35,49,52,58,35,50,48,48,45,41,48,65,44,51,39,47,48,53,50,53,38,63,43,50,40,51,48,67,45,55,52,43,56,44,59,49,52,48,47,37,50,43,52,50,47,46,42,57,59,45,40,54,47,38,49,47,47,42,51,58,47,53,51,63,52,54,44,46,60,38,58,54,43,37,45,50,62,48,45,46,54,46,52,57,46,44,53,54,55,49,50,47,48,57,42,52,53
381,31,59,59,57,39,44,59,52,49,60,50,43,61,68,50,54,43,48,47,47,50,42,56,46,49,52,62,44,47,50,48,45,49,45,63,43,37,57,46,51,47,59,59,39,38,44,40,62,53,58,39,47,45,52,51,57,48,50,53,53,43,56,49,44,42,55,41,46,51,52,49,44,48,45,68,58,50,47,55,41,48,52,56,32,47,47,55,61,57,54,59,47,33,53,59,49,47,29,41,41,55
382,31,70,51,51,54,55,49,47,54,52,44,46,56,48,39,57,47,46,15,46,53,51,46,52,56,46,50,50,48,49,62,44,49,46,48,46,55,58,46,38,52,53,50,51,53,47,45,52,51,42,55,51,50,56,53,40,53,51,49,57,46,53,51,54,53,45,45,58,42,48,44,59,51,45,51,46,52,46,41,44,44,47,50,46,44,43,51,52,51,44,55,55,53,62,43,61,57,51,55,53,39
383,31,53,53,54,43,56,51,48,56,55,56,54,44,48,46,32,37,42,28,46,43,58,43,53,52,56,57,42,37,45,52,45,60,46,54,53,66,56,44,49,48,59,47,42,49,57,55,31,50,46,45,50,53,63,51,54,55,58,49,56,61,48,55,47,39,48,54,49,46,50,49,55,37,55,46,51,54,53,58,42,53,55,54,45,43,51,54,51,63,52,67,38,36,49,43,33,56,55,66,62,52
384,31,47,52,55,50,48,52,57,47,43,47,46,51,48,44,50,51,51,46,36,47,50,40,46,45,55,58,48,40,53,45,35,39,62,58,63,44,61,45,44,50,51,49,53,41,56,50,33,54,50,58,51,35,40,53,51,54,48,54,53,55,45,61,56,54,53,43,55,51,40,48,49,51,56,61,58,46,45,30,46,37,50,41,52,44,52,53,59,44,44,31,68,33,39,50,41,49,63,49,54,55
385,31,32,60,45,55,63,49,52,51,60,44,41,46,44,52,45,47,55,48,38,51,48,55,39,53,29,57,46,38,52,59,52,40,69,49,51,45,30,56,59,34,51,42,56,46,56,51,55,57,51,50,34,40,46,55,48,53,45,64,50,57,49,57,48,55,55,51,46,48,64,32,44,50,51,60,61,38,47,48,47,60,39,63,48,38,53,49,37,48,58,53,59,48,38,48,58,61,50,49,47,48
386,31,57,53,29,54,66,47,35,41,41,53,42,46,56,56,66,53,46,57,40,55,49,63,61,51,36,64,54,51,50,48,42,39,56,51,51,36,47,41,48,50,45,47,48,41,60,57,42,54,51,64,51,38,49,51,44,40,52,45,45,54,52,50,49,41,51,48,55,45,55,61,32,61,49,61,34,32,45,58,50,51,61,40,43,47,63,39,50,56,57,48,50,53,60,49,65,42,52,38,72,42
387,31,56,64,49,46,38,60,50,45,47,44,64,47,65,55,51,66,36,48,53,42,50,49,46,46,45,60,44,33,38,48,49,56,53,40,66,56,50,54,62,61,64,35,46,64,56,56,59,47,50,74,55,59,49,60,49,48,51,49,56,56,51,38,52,64,69,45,53,46,68,60,55,44,64,54,63,45,48,52,72,67,46,43,45,40,59,35,60,58,57,40,49,40,60,57,60,51,51,65,54,55
388,31,60,49,49,52,43,58,62,54,53,49,49,42,42,63,33,26,35,43,55,48,44,54,53,60,59,57,61,43,54,49,49,59,47,49,59,47,54,58,40,38,55,59,60,49,55,53,41,38,55,46,46,61,50,51,41,44,50,45,52,57,55,59,52,41,37,43,43,47,50,49,40,52,44,35,60,52,51,50,60,58,64,40,63,39,45,51,46,51,58,57,51,45,46,47,35,51,50,55,64,54
389,31,51,68,49,45,48,54,51,57,46,51,48,55,54,45,40,50,55,60,54,43,56,61,51,39,48,45,48,54,60,62,48,50,46,50,56,52,46,61,61,41,59,54,58,46,52,30,48,45,51,47,61,54,47,43,39,67,57,69,56,54,34,43,56,59,68,66,59,58,63,57,57,54,58,53,48,61,46,52,62,43,52,44,71,55,57,48,41,46,43,47,52,55,40,44,59,53,59,47,41,42
390,31,58,59,58,65,29,57,65,63,53,51,55,41,48,41,43,58,54,40,58,56,59,56,71,47,56,47,54,36,53,52,44,60,49,67,58,67,54,49,65,60,57,60,62,58,42,63,39,66,50,58,59,41,35,42,50,56,46,39,67,49,37,48,43,42,64,66,50,47,52,59,63,64,51,49,49,56,47,67,54,53,53,52,64,44,68,56,44,56,42,69,48,63,59,68,65,45,63,50,43,37
391,31,69,50,60,38,57,50,73,55,58,51,60,54,51,38,58,60,68,68,52,52,62,67,51,60,42,54,47,43,53,59,54,54,60,71,58,51,44,59,44,72,54,63,42,55,57,55,48,49,56,55,52,69,52,64,47,48,64,68,54,58,51,62,57,66,54,53,53,59,55,57,55,58,53,50,51,62,41,48,68,49,47,48,49,54,66,54,64,45,56,53,48,51,50,65,70,54,51,44,64,45
392,31,64,55,48,43,54,69,50,50,51,55,77,60,59,47,72,54,49,58,48,56,64,29,66,58,51,57,46,51,66,54,53,38,38,57,52,56,51,55,62,54,62,62,49,61,49,53,49,58,66,51,44,43,50,53,49,62,55,51,73,63,50,47,50,50,55,65,52,65,55,52,62,57,33,55,63,47,56,65,56,49,63,53,48,46,67,53,45,55,32,57,61,55,52,70,47,51,63,56,52,42
393,31,58,41,63,53,60,47,51,61,63,47,53,53,72,50,63,60,64,51,55,55,74,45,58,63,59,61,52,61,52,55,44,59,62,60,49,55,59,67,65,70,57,61,48,69,54,62,48,61,55,55,62,58,60,52,73,69,62,45,53,61,56,64,60,55,53,54,67,61,62,61,56,52,48,56,58,63,42,61,49,57,56,54,49,55,48,55,63,59,61,53,59,57,54,56,64,60,55,49,54,51
394,31,47,49,58,64,59,49,58,52,54,49,41,44,61,54,72,63,47,53,65,44,52,47,52,55,50,54,61,58,49,55,56,63,54,61,56,58,67,62,53,46,60,58,53,65,50,62,55,53,68,58,57,55,66,60,69,62,46,56,57,61,60,58,73,59,61,72,59,64,73,62,64,61,60,66,48,50,58,71,57,53,72,55,56,54,57,57,57,58,55,55,52,63,67,58,70,64,56,58,71,60
395,31,66,63,57,57,60,45,61,57,67,59,54,55,58,69,60,53,47,61,50,56,40,64,46,60,70,53,60,63,66,52,50,53,61,64,61,60,62,61,61,58,53,59,64,48,58,58,64,56,57,47,68,71,52,64,39,66,61,56,45,63,53,60,56,58,57,63,63,54,49,60,61,55,64,58,50,61,59,59,51,55,64,55,64,65,56,64,58,58,65,60,62,62,62,68,71,71,47,53,44,54
396,31,54,62,61,62,62,61,42,50,58,66,57,56,81,52,50,58,50,71,55,58,60,62,40,61,55,53,67,64,57,59,66,61,59,58,45,53,44,57,68,60,60,65,57,73,55,52,54,68,61,63,63,60,55,57,56,64,55,61,51,57,64,57,59,62,56,65,57,59,57,59,58,58,54,62,70,66,60,62,55,53,58,50,60,51,50,47,57,64,73,62,66,63,64,50,56,54,67,54,64,58
397,31,51,58,65,59,61,65,41,61,60,61,60,72,62,66,63,54,61,56,60,56,65,55,62,55,69,74,62,50,52,67,54,53,65,67,63,58,51,55,62,53,62,60,66,59,64,61,63,64,59,64,58,67,66,56,58,62,53,61,51,67,65,61,64,62,76,76,61,61,54,68,65,65,63,52,64,60,69,58,60,52,54,60,47,70,67,63,72,60,61,59,52,55,49,54,57,56,57,60,61,60
398,31,55,72,61,54,70,65,52,69,68,51,66,55,60,65,60,48,64,53,58,59,55,67,68,52,62,47,58,61,63,69,55,58,65,61,67,51,56,66,61,67,66,74,49,72,59,57,65,56,63,54,50,50,54,63,61,62,69,75,62,54,76,69,60,61,62,49,59,65,50,75,63,69,65,66,57,62,52,54,56,64,51,57,54,60,64,66,56,59,64,62,60,53,58,57,67,65,65,58,50,66
399,31,54,61,65,62,69,61,63,70,71,55,67,58,68,61,60,74,60,62,68,68,60,62,61,66,70,64,63,57,56,66,49,70,59,58,63,59,62,59,58,64,59,57,64,62,73,63,63,66,62,65,58,67,65,64,63,64,55,59,61,55,64,54,62,59,62,63,65,67,52,61,64,61,69,70,65,61,51,51,61,67,59,61,53,59,64,67,57,56,63,62,61,62,64,61,58,67,64,74,53,56
400,31,61,65,74,55,65,64,59,70,56,65,62,54,57,70,58,68,54,54,64,62,64,58,62,57,57,62,59,65,65,63,68,52,62,63,62,47,62,54,56,55,74,63,57,60,58,62,64,58,58,54,64,65,65,72,60,69,63,65,64,65,61,63,61,54,54,60,63,62,64,65,60,61,63,64,60,58,61,63,65,54,55,62,60,69,63,68,68,55,65,62,58,58,59,70,59,68,61,65,60,60
401,31,60,56,67,61,58,66,63,60,67,64,61,66,68,68,62,55,68,55,59,61,63,68,60,67,68,56,66,60,66,67,63,70,60,60,64,65,65,74,63,60,63,66,62,59,68,59,65,63,64,60,63,61,65,68,74,66,66,66,65,64,67,58,71,53,63,53,71,62,66,58,60,65,62,60,54,57,65,55,63,61,64,54,61,65,53,62,58,53,65,63,57,62,72,54,64,60,53,64,57,63
402,31,59,63,67,58,63,60,55,63,61,55,61,62,51,64,56,62,62,61,52,64,60,64,63,68,63,56,62,57,67,67,66,66,65,64,62,62,54,66,70,63,65,61,56,60,58,67,55,61,61,70,56,61,62,58,70,56,68,66,62,64,66,64,60,64,61,67,65,59,70,58,61,55,65,52,55,61,61,62,62,65,61,62,57,72,67,65,74,54,67,57,55,67,65,65,65,57,56,57,62,64
403,31,50,68,64,62,73,66,60,67,66,62,58,61,68,59,61,72,68,62,67,56,64,64,47,56,65,63,64,65,63,57,59,71,57,62,55,58,64,64,53,57,61,69,63,66,53,66,60,72,58,62,57,64,63,64,67,63,68,59,59,61,67,63,60,54,56,59,57,59,58,61,63,61,61,65,54,67,65,66,61,66,65,65,62,62,62,66,67,73,58,69,70,67,63,62,64,64,70,63,53,59
404,31,68,61,64,63,67,66,60,65,68,63,62,64,60,56,64,64,60,58,60,65,68,57,59,62,71,67,66,64,65,61,73,64,59,66,61,64,69,63,66,65,66,64,56,64,67,63,51,61,58,62,57,60,67,64,54,61,60,64,62,59,57,61,53,68,61,58,59,54,61,60,59,63,67,69,66,66,62,56,59,62,70,53,66,66,61,70,55,66,66,55,70,61,69,73,61,69,60,64,60,61
405,31,55,65,62,58,57,61,66,59,62,67,64,65,70,64,58,59,62,69,70,61,61,71,73,66,63,64,65,59,77,65,69,66,57,55,57,57,64,67,68,63,70,65,67,70,57,68,69,71,62,58,66,66,67,72,70,63,58,64,70,61,63,66,70,71,57,70,65,72,70,62,60,63,63,67,68,64,64,55,62,65,61,50,62,57,60,72,66,65,68,70,62,67,64,64,60,60,66,65,59,58
406,31,64,65,61,61,66,72,59,74,75,58,60,63,62,64,67,67,65,72,65,61,58,72,61,69,65,58,64,71,67,59,56,57,65,64,64,65,58,59,64,63,64,60,64,68,69,62,64,66,64,66,63,57,67,66,74,65,52,64,62,61,79,71,66,69,63,66,56,64,64,58,54,69,57,62,61,60,64,64,56,64,66,60,60,65,67,62,63,68,59,63,67,64,58,58,62,70,65,62,62,68
407,31,60,60,62,62,65,70,59,67,65,65,64,72,54,69,52,62,64,67,73,65,65,70,60,62,65,67,65,68,57,70,62,68,59,64,59,62,65,63,63,57,69,69,64,64,61,69,63,68,72,59,59,67,71,70,70,69,62,67,61,73,71,66,76,70,65,63,66,61,64,63,66,66,68,71,64,66,58,68,62,70,60,63,63,69,68,62,61,61,62,66,74,60,70,64,67,64,61,66,74,69
408,31,62,60,65,67,71,60,65,65,56,68,65,63,59,58,56,61,70,67,69,61,66,69,71,63,61,68,67,65,68,64,60,60,63,64,65,70,59,59,68,63,72,64,67,67,69,69,71,65,67,68,73,69,73,77,60,69,67,63,69,61,60,68,67,65,64,63,72,66,65,56,62,63,68,68,70,73,60,66,59,64,61,73,58,63,68,70,68,66,64,64,66,64,67,62,66,70,63,61,62,65
409,31,64,70,69,66,68,62,68,62,73,66,66,62,60,73,66,70,74,65,62,64,71,71,67,74,64,57,65,66,63,70,64,66,65,63,66,63,79,60,67,61,67,66,62,67,77,64,66,73,66,63,62,68,72,65,64,66,81,68,69,79,73,60,71,57,67,67,65,62,69,70,67,72,76,62,71,64,61,66,67,60,76,66,66,64,56,65,62,70,71,66,63,66,61,68,77,69,61,71,65,65
410,31,67,70,63,74,64,71,68,80,62,69,74,71,59,64,65,69,69,70,71,73,66,70,75,71,61,68,71,73,69,71,72,67,56,59,72,72,63,66,77,68,66,57,65,74,69,66,62,72,72,67,61,63,70,69,68,70,63,70,66,65,61,70,75,64,64,70,70,63,65,68,67,56,61,68,69,70,67,68,70,62,63,62,69,65,66,68,65,66,62,64,72,73,60,69,63,62,64,67,69,65
411,31,74,65,63,63,85,57,80,65,72,67,75,68,65,61,71,71,70,65,70,68,74,72,73,73,71,69,69,79,68,72,68,71,66,67,65,72,68,72,73,73,75,74,62,66,73,71,73,73,67,74,65,67,65,69,69,66,68,67,65,66,68,68,66,64,65,67,62,66,63,75,73,69,70,66,64,74,75,65,66,70,71,77,71,64,74,67,66,70,69,65,64,65,70,73,61,70,76,62,64,65
412,31,72,70,73,68,75,73,75,72,73,68,72,69,73,76,62,66,82,76,71,62,71,75,75,73,67,74,70,68,65,76,73,69,72,71,72,64,77,70,74,70,74,79,59,61,62,72,64,69,68,68,67,67,62,67,74,67,68,70,72,67,64,77,71,65,77,70,67,79,75,62,66,76,68,68,73,70,76,68,60,61,73,75,77,63,66,69,71,71,74,70,70,82,63,70,67,72,76,65,68,64
413,31,76,71,72,68,78,72,71,72,68,75,75,76,75,74,64,66,74,73,68,69,67,83,70,77,81,71,71,71,73,78,74,69,82,69,75,63,76,72,72,82,71,67,73,68,73,72,68,68,76,69,68,66,70,66,77,72,71,69,70,78,62,75,76,64,72,68,66,69,77,71,66,64,66,68,71,80,75,72,70,66,74,74,65,77,72,72,79,64,64,84,64,77,82,80,70,72,79,79,82,64
414,31,73,79,66,69,80,72,71,73,71,72,78,68,71,71,85,76,70,66,74,66,68,81,75,72,72,74,76,72,76,73,72,71,74,74,77,73,62,70,72,81,72,77,73,82,71,62,67,68,64,73,75,79,73,70,69,72,72,73,73,71,76,79,79,72,72,73,74,63,72,80,75,79,77,77,74,68,79,75,71,75,73,76,78,71,76,78,75,62,78,74,74,74,74,72,75,68,79,77,74,74
415,31,80,73,78,79,72,80,74,68,75,77,73,78,79,78,75,71,76,73,75,74,80,77,78,77,81,76,78,73,68,75,72,81,79,75,71,79,71,80,79,75,72,71,82,83,72,78,86,76,70,73,78,71,81,74,82,78,80,73,76,82,75,76,75,85,79,75,68,75,80,66,78,64,81,72,72,74,75,83,84,70,76,83,80,73,83,81,86,78,70,77,71,73,79,79,70,75,77,73,70,81
416,31,78,83,78,78,75,74,76,81,86,74,80,80,83,85,80,74,87,75,85,80,89,78,85,83,86,81,81,80,86,73,77,84,78,88,80,75,78,79,82,82,74,80,84,84,81,77,75,74,79,81,78,89,83,75,83,78,87,81,75,80,77,79,82,82,77,82,77,85,82,74,81,74,79,78,89,80,77,75,78,80,87,82,80,76,81,80,83,81,80,85,80,74,76,80,79,82,79,80,81,78
417,31,86,76,92,80,80,78,93,85,81,83,83,89,86,81,88,77,79,75,78,86,82,83,83,82,86,84,74,84,81,81,81,85,86,87,82,80,80,82,86,76,74,81,85,85,81,79,77,82,90,78,74,90,91,75,83,76,85,79,87,78,86,83,77,81,87,84,85,81,78,88,83,78,86,79,81,80,87,82,85,83,87,83,79,88,82,82,81,82,78,81,88,78,84,76,83,77,83,83,85,81
418,31,80,80,77,84,85,87,83,84,87,83,92,88,86,82,79,80,89,84,87,75,90,87,89,86,83,83,86,86,85,91,89,84,87,84,84,90,84,80,90,83,73,84,82,86,88,82,85,77,84,78,86,84,82,82,83,78,87,90,89,94,83,85,82,84,84,86,87,90,90,84,84,83,89,89,81,87,87,82,88,82,94,86,87,75,78,75,87,81,87,81,81,76,88,76,89,77,81,85,86,86
419,31,95,91,86,92,87,87,84,87,90,94,92,87,87,82,91,85,88,82,85,85,84,89,85,90,79,82,87,87,90,89,86,91,90,91,82,81,90,87,86,94,87,86,93,86,83,83,91,87,92,92,89,89,88,92,87,87,90,88,87,90,87,84,83,90,82,83,91,88,85,88,87,84,91,90,90,91,90,91,81,79,86,87,89,87,92,83,89,87,90,86,87,91,92,86,89,87,92,96,87,89
420,31,91,82,90,91,92,83,84,88,88,90,93,85,85,87,92,92,88,87,88,86,87,91,90,81,84,89,91,82,92,87,90,89,87,89,87,88,91,92,91,89,93,93,86,93,92,89,90,85,96,82,87,90,92,89,91,93,91,85,87,85,86,92,86,87,94,86,90,90,89,90,90,84,83,90,87,91,93,89,87,86,88,91,86,89,89,88,85,94,90,90,95,87,88,87,96,89,91,88,85,95
421,31,94,94,91,94,90,88,89,95,87,91,95,89,93,90,95,93,89,95,93,95,94,94,94,93,98,92,89,85,90,88,94,92,95,87,91,93,90,88,95,92,92,96,90,92,95,94,89,93,87,93,93,89,92,92,88,89,93,88,91,92,88,92,95,93,95,91,95,91,90,92,89,92,97,95,89,90,89,96,90,93,96,94,88,92,90,92,97,88,87,90,94,93,89,87,89,93,87,87,89,87
422,31,92,91,94,88,95,93,90,92,94,95,93,93,93,97,92,87,91,90,96,91,90,91,96,97,94,95,95,95,91,94,95,92,92,97,89,89,94,95,95,90,89,91,98,93,92,95,85,93,96,94,95,94,96,92,86,94,89,95,92,97,92,93,96,94,99,97,97,94,93,93,98,90,94,98,91,99,93,90,94,90,96,96,95,95,95,96,87,92,96,91,94,96,94,91,94,95,93,92,92,94
423,31,95,96,100,90,92,94,94,99,97,95,95,93,97,95,98,98,97,93,94,94,98,89,95,94,90,97,89,96,95,92,95,97,98,95,99,97,97,96,93,94,97,94,95,95,94,95,97,95,99,95,93,97,98,92,93,92,98,96,94,94,98,97,96,94,94,94,94,97,93,95,96,93,98,92,98,97,98,98,91,99,91,95,98,93,97,93,90,96,98,95,93,97,94,93,96,95,97,97,98,93
424,31,99,95,98,99,97,97,96,99,97,96,99,100,98,93,97,95,97,94,96,95,95,97,91,96,95,97,95,96,97,97,93,100,98,97,98,98,96,95,91,94,99,94,99,98,99,94,94,93,98,96,96,96,93,95,96,94,97,93,96,99,96,98,98,96,96,98,93,98,97,95,93,99,96,92,97,98,97,100,97,95,98,98,94,94,95,97,98,96,93,92,97,98,98,95,95,96,96,94,96,94
425,31,98,97,100,96,97,97,96,98,92,95,96,97,96,100,96,95,99,99,97,97,97,97,97,98,96,95,96,97,92,97,96,100,99,99,98,95,99,100,98,98,97,99,100,98,96,99,100,100,98,100,96,98,93,97,98,98,99,98,97,98,99,97,97,98,100,100,99,95,94,94,99,98,97,97,92,100,98,94,95,93,95,96,97,98,97,97,97,99,96,95,98,99,99,98,98,93,97,97,100,100
426,31,97,96,98,96,99,97,99,97,95,99,97,96,98,99,96,98,98,96,100,100,100,93,96,98,97,100,97,99,98,96,97,98,98,99,96,97,96,97,100,100,99,100,99,97,96,99,96,99,98,99,99,99,99,95,97,99,99,97,97,98,100,99,100,100,100,97,100,95,98,97,99,100,95,100,97,98,99,98,98,95,100,98,100,99,98,99,100,95,99,99,99,94,99,100,99,97,96,99,99,99
427,31,100,95,99,100,99,98,99,99,100,99,97,99,96,100,99,96,98,96,100,99,97,98,99,99,100,98,100,100,97,94,99,99,98,98,100,98,96,97,98,100,99,98,97,100,99,99,94,100,99,99,97,100,94,98,100,98,99,99,100,98,98,99,98,99,99,99,97,98,100,100,98,97,97,97,98,98,100,99,100,99,93,98,98,99,99,96,99,100,98,100,96,96,98,100,98,98,99,100,99,96
428,31,99,99,100,100,100,99,99,100,99,97,100,100,100,100,100,100,100,100,98,100,99,97,99,100,100,100,99,100,99,100,97,100,99,99,98,99,97,99,100,100,99,100,100,98,100,100,98,98,97,99,100,98,99,98,100,99,98,97,99,99,100,100,99,100,99,100,96,95,98,99,99,99,98,100,100,100,99,98,98,100,98,100,98,99,98,99,100,96,99,100,98,100,99,99,99,99,98,100,100,100
429,31,98,99,100,100,98,98,100,98,100,100,100,100,99,100,100,100,99,100,99,99,100,99,100,99,100,100,99,100,99,98,99,100,98,100,99,100,99,95,99,100,99,99,100,100,99,99,100,99,99,98,100,99,100,100,100,99,98,100,100,98,100,97,99,98,100,98,99,100,99,100,98,99,99,98,100,100,98,100,99,99,100,99,100,100,99,100,100,100,99,98,100,100,98,98,99,100,96,99,100,100
430,31,100,100,100,100,99,99,99,100,100,100,100,97,100,99,99,99,98,97,99,100,100,99,100,100,100,100,100,100,100,100,100,99,98,100,100,99,100,100,99,99,100,99,100,100,100,100,100,99,99,100,100,99,100,100,99,99,100,99,100,100,99,100,98,99,100,100,100,100,100,100,100,100,97,100,99,100,100,97,100,100,100,100,100,100,99,97,100,99,100,100,100,100,100,100,99,100,100,100,100,100
431,31,100,99,100,99,100,100,100,100,100,99,100,99,99,99,100,100,100,99,100,100,99,97,98,100,100,99,100,100,99,100,100,99,100,100,100,100,100,100,97,100,99,99,100,99,100,100,100,100,98,100,100,100,100,100,99,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,99,100,100,100,99,100,100,100,100,99,99,100
