Vth_T ,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10
541,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
542,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
543,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
544,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
545,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
546,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
547,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
548,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
549,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
550,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
551,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
552,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
553,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
554,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
555,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
556,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
557,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
558,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
559,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
560,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
561,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
562,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
563,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
564,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
565,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
566,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
567,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
568,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
569,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
570,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
571,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
572,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
573,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
574,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
575,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
576,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
577,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
578,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
579,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
580,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
581,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
582,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
583,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
584,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
585,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
586,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
587,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
588,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
589,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
590,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
591,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
592,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
593,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
594,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
595,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
596,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
597,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
598,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
599,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
600,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
601,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
602,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
603,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
604,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
605,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
606,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
607,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
608,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
609,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
610,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
611,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
612,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
613,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
614,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
615,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
616,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
617,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
618,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
619,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
620,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
621,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
622,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
623,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
624,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
625,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
626,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
627,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
628,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
629,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
630,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
631,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
632,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
633,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
634,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
635,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
636,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
637,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
638,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
639,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
640,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
641,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
642,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
643,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
644,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
645,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
646,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
647,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
648,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
649,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
650,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
651,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
652,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
653,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
654,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
655,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
656,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
657,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
658,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
659,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
660,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
661,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
662,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
663,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
664,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
665,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
666,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
667,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
668,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
669,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
670,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
671,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
672,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
673,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
674,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
675,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
676,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
677,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
678,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
679,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
680,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
681,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
682,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
683,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
684,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
685,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
686,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
687,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
688,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
689,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
690,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
691,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
692,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
693,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
694,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
695,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
696,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
697,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
698,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
699,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
700,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
701,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
702,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
703,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
704,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
705,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
706,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
707,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
708,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
709,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
710,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
711,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
712,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
713,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
714,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
715,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
716,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
717,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
718,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
719,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
720,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
721,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
722,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
723,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
724,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
725,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
726,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
727,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
728,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
729,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
730,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
731,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
732,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
733,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
734,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
735,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
736,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
737,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
738,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
739,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
740,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
741,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
742,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
743,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
744,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
745,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
746,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
747,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
748,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
749,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
750,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
751,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
752,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
753,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
754,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
755,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
756,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
757,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
758,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
759,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
760,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
761,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
762,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
763,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
764,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
765,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
766,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
768,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
769,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
770,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
771,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
772,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
773,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
774,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
775,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
776,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
777,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
778,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
779,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
780,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
781,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
782,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
783,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
784,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
785,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
786,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
787,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
788,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
789,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
790,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
791,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
792,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
793,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
794,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
795,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
796,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
797,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
798,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
799,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
800,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
801,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
802,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
803,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
804,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
805,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
806,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
807,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
808,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
809,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
810,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
811,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
812,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
813,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
814,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
815,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
816,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
817,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
818,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
819,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
820,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
821,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
822,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
823,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
824,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
825,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
826,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
827,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
828,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
829,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
830,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
831,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
832,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
833,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
834,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
835,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
836,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
837,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
838,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
839,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
840,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
841,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
842,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
843,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
844,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
845,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
846,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
847,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
848,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
849,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
850,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
851,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
852,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
853,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
854,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
855,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
856,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
857,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
858,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
859,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
860,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
861,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
862,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
863,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
864,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
865,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
866,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
867,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
868,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
869,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
870,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
871,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
872,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
873,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
874,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
875,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
876,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
877,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
878,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
879,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
880,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
881,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
882,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
883,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
884,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
885,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
886,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
887,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
888,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
889,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
890,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
891,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
892,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
893,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
894,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
895,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
896,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
897,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
898,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
899,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
900,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
901,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
902,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
903,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
904,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
905,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
906,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
907,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
908,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
909,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
910,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
911,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
912,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
913,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
914,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
915,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
916,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
917,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
918,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
919,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
920,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
921,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
922,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
923,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
924,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
925,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
926,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
927,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
928,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
929,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
930,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
931,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
932,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
933,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
934,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
935,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
936,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
937,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
938,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
939,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
940,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
941,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
942,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
943,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
944,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
945,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
946,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
947,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
948,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
949,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
950,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
951,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
952,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
953,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
954,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
955,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
956,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
957,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
958,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
959,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
960,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
961,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
962,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
963,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
964,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
965,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
966,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
967,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
968,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
969,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
970,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
971,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
972,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
973,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
974,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
975,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
976,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
